 Code   633
 Dimension, Fixed Cost
   100        3000
 Facility, Client, Transportation Cost
     1        2           3
    22       12           4
    22       15           0
    22       16           0
    22       19           2
    22       33           1
    22       39           3
    22       57           2
    22       64           2
    22       73           0
    22       75           3
    23        6           1
    23       10           2
    23       48           1
    23       52           4
    23       60           3
    23       73           0
    23       80           1
    23       83           4
    23       87           1
    23       89           4
    24        1           1
    24       17           3
    24       24           0
    24       37           2
    24       38           0
    24       42           4
    24       52           2
    24       60           0
    24       68           3
    24       79           3
    25        1           3
    25        5           1
    25        7           2
    25       11           0
    25       51           1
    25       54           3
    25       61           0
    25       79           2
    25       84           2
    25       93           2
    26       22           1
    26       27           0
    26       34           4
    26       43           2
    26       50           0
    26       52           1
    26       65           0
    26       71           2
    26       78           3
    26       84           2
    27        2           3
    27        7           3
    27       10           3
    27       16           4
    27       20           1
    27       22           0
    27       33           2
    27       42           1
    27       46           0
    27       48           3
    28        3           0
    28        4           3
    28       20           2
    28       63           4
    28       72           0
    28       85           2
    28       91           1
    28       98           2
    28       99           2
    28      100           2
    29       14           4
    29       17           3
    29       45           2
    29       58           3
    29       69           4
    29       70           3
    29       73           1
    29       77           3
    29       82           1
    29       86           4
    30       10           2
    30       21           3
    30       46           3
    30       55           1
    30       67           3
    30       75           4
    30       81           2
    30       88           3
    30       92           2
    30       93           2
    31        7           2
    31       29           0
    31       69           3
    31       76           2
    31       86           1
    31       87           1
    31       89           3
    31       96           3
    31       99           0
    31      100           0
    32       31           1
    32       42           0
    32       58           2
    32       63           0
    32       90           4
    32       92           1
    32       94           4
    32       95           4
    32       96           0
    32      100           4
    33        5           2
    33       15           1
    33       39           4
    33       51           0
    33       54           1
    33       64           2
    33       66           4
    33       84           1
    33       85           0
    33       93           2
    34       44           3
    34       47           1
    34       54           0
    34       56           2
    34       74           1
    34       84           0
    34       87           3
    34       88           2
    34       94           3
    34       97           0
    35       17           0
    35       35           3
    35       50           3
    35       55           4
    35       62           1
    35       76           2
    35       84           1
    35       85           3
    35       90           4
    35       97           4
    36        8           1
    36       12           0
    36       25           0
    36       32           0
    36       47           1
    36       48           4
    36       54           1
    36       55           2
    36       59           4
    36       61           0
    37       12           4
    37       18           4
    37       37           0
    37       43           0
    37       55           3
    37       56           4
    37       59           4
    37       63           2
    37       72           2
    37       80           2
    38        3           2
    38        4           2
    38       19           2
    38       20           0
    38       21           4
    38       22           1
    38       56           1
    38       94           0
    38       97           1
    38      100           1
    39        3           2
    39       14           0
    39       30           0
    39       32           1
    39       71           2
    39       89           0
    39       91           4
    39       92           4
    39       95           4
    39       96           3
    40       29           1
    40       47           1
    40       49           0
    40       55           2
    40       69           3
    40       96           0
    40       97           4
    40       98           2
    40       99           3
    40      100           4
    41       19           0
    41       24           1
    41       31           1
    41       38           1
    41       43           0
    41       46           1
    41       51           4
    41       63           1
    41       73           4
    41       74           1
    42       23           2
    42       46           3
    42       59           3
    42       68           1
    42       76           3
    42       78           0
    42       79           4
    42       82           3
    42       95           2
    42       99           2
    43        1           3
    43       18           4
    43       27           3
    43       53           1
    43       59           0
    43       71           4
    43       73           0
    43       81           2
    43       83           2
    43       85           0
    44       12           3
    44       19           4
    44       35           0
    44       36           3
    44       37           3
    44       53           2
    44       60           3
    44       63           2
    44       64           2
    44       67           4
    45        3           1
    45        7           1
    45       13           4
    45       15           1
    45       22           4
    45       35           4
    45       38           2
    45       42           3
    45       55           0
    45       58           4
    46       15           3
    46       16           3
    46       42           4
    46       51           1
    46       62           4
    46       80           4
    46       91           1
    46       93           2
    46       95           1
    46       97           4
    47       13           4
    47       14           2
    47       20           2
    47       21           1
    47       48           3
    47       67           2
    47       68           0
    47       75           4
    47       81           1
    47       89           2
    48       18           3
    48       31           0
    48       36           4
    48       41           4
    48       43           3
    48       69           1
    48       82           2
    48       88           3
    48       90           4
    48       92           1
    49       11           4
    49       23           4
    49       33           1
    49       37           4
    49       66           1
    49       77           4
    49       79           3
    49       84           1
    49       86           2
    49       89           2
    50       14           2
    50       28           0
    50       35           2
    50       45           2
    50       84           2
    50       90           4
    50       96           0
    50       98           4
    50       99           3
    50      100           0
    51       17           4
    51       24           0
    51       28           2
    51       40           2
    51       41           3
    51       56           1
    51       67           4
    51       74           4
    51       82           4
    51       84           1
    52        2           1
    52        9           0
    52       16           1
    52       18           2
    52       19           3
    52       39           3
    52       45           3
    52       58           1
    52       64           3
    52       65           1
    53        5           3
    53       23           2
    53       36           1
    53       47           3
    53       49           4
    53       62           4
    53       65           1
    53       68           3
    53       72           3
    53       73           3
    54       11           1
    54       18           2
    54       27           0
    54       38           2
    54       44           4
    54       78           0
    54       80           0
    54       83           0
    54       87           1
    54       88           1
    55        3           2
    55       24           2
    55       26           1
    55       32           0
    55       40           0
    55       61           1
    55       68           1
    55       85           2
    55       92           3
    55       96           4
    56       34           2
    56       36           2
    56       47           3
    56       57           1
    56       62           0
    56       63           1
    56       71           1
    56       77           2
    56       78           4
    56       91           2
    57        4           2
    57        6           1
    57        7           2
    57       20           2
    57       28           3
    57       32           0
    57       34           3
    57       50           4
    57       54           0
    57       72           4
    58        3           1
    58       12           3
    58       16           3
    58       23           3
    58       36           3
    58       48           2
    58       68           4
    58       80           0
    58       81           2
    58       87           1
    59       10           1
    59       25           2
    59       26           2
    59       29           0
    59       32           3
    59       45           4
    59       53           2
    59       68           4
    59       78           0
    59       93           3
    60       10           3
    60       15           0
    60       22           0
    60       24           3
    60       30           1
    60       49           1
    60       70           0
    60       73           2
    60       78           0
    60       81           2
    61        1           3
    61        3           3
    61       11           3
    61       34           3
    61       38           0
    61       39           2
    61       48           0
    61       53           2
    61       62           3
    61       67           1
    62       11           4
    62       26           1
    62       27           2
    62       33           0
    62       42           3
    62       66           3
    62       72           2
    62       74           2
    62       75           4
    62       91           4
    63       16           3
    63       20           0
    63       31           4
    63       40           2
    63       49           1
    63       53           0
    63       63           4
    63       64           4
    63       69           4
    63       80           1
    64        4           0
    64       13           4
    64       24           4
    64       32           0
    64       34           3
    64       59           2
    64       62           4
    64       65           4
    64       81           2
    64       87           2
    65        3           2
    65        7           2
    65       12           0
    65       14           2
    65       21           2
    65       24           3
    65       31           1
    65       34           2
    65       39           0
    65       49           1
    66        1           0
    66        7           0
    66       11           1
    66       16           1
    66       17           2
    66       18           2
    66       30           4
    66       33           0
    66       35           1
    66       36           4
    67        5           0
    67        8           2
    67       19           1
    67       44           1
    67       49           3
    67       69           0
    67       73           0
    67       78           4
    67       88           2
    67       91           4
    68        4           2
    68        5           1
    68        6           0
    68       17           2
    68       27           1
    68       29           1
    68       50           3
    68       64           2
    68       65           2
    68       66           4
    69       22           0
    69       27           0
    69       54           4
    69       58           2
    69       66           2
    69       77           1
    69       92           3
    69       95           0
    69       99           4
    69      100           3
    70        8           3
    70       36           4
    70       40           4
    70       46           2
    70       70           1
    70       75           2
    70       79           3
    70       85           3
    70       91           0
    70       99           0
    71        6           0
    71       14           1
    71       16           2
    71       40           2
    71       52           1
    71       67           1
    71       81           0
    71       82           2
    71       86           1
    71       93           4
    72        1           3
    72        8           0
    72       21           2
    72       23           3
    72       28           2
    72       29           2
    72       40           0
    72       51           1
    72       61           2
    72       68           3
    73        5           1
    73       14           4
    73       17           1
    73       25           0
    73       26           4
    73       33           1
    73       35           2
    73       56           0
    73       57           2
    73       58           2
    74        9           1
    74       13           2
    74       31           2
    74       45           3
    74       46           4
    74       47           3
    74       48           2
    74       53           1
    74       57           1
    74       74           3
    75       15           1
    75       17           1
    75       29           0
    75       57           4
    75       65           2
    75       78           2
    75       81           2
    75       82           0
    75       93           4
    75       94           0
    76        4           3
    76        7           0
    76       25           1
    76       67           1
    76       79           4
    76       88           4
    76       89           2
    76       94           3
    76       96           0
    76       97           1
    77       14           4
    77       39           1
    77       49           0
    77       54           1
    77       62           3
    77       63           4
    77       69           2
    77       86           0
    77       88           3
    77       90           2
    78       21           2
    78       22           3
    78       25           4
    78       59           1
    78       71           2
    78       76           2
    78       77           3
    78       82           1
    78       94           3
    78       97           0
    79        2           3
    79       12           2
    79       18           4
    79       41           0
    79       44           3
    79       52           4
    79       57           2
    79       69           0
    79       76           0
    79       92           3
    80        4           2
    80        6           2
    80        9           4
    80       25           0
    80       36           4
    80       52           3
    80       58           2
    80       59           2
    80       60           2
    80       80           2
    81        6           0
    81       18           0
    81       25           4
    81       28           4
    81       32           4
    81       39           0
    81       52           1
    81       72           3
    81       79           1
    81       92           0
    82        1           2
    82        2           4
    82       23           0
    82       24           4
    82       30           4
    82       70           2
    82       74           1
    82       93           1
    82       95           4
    82       98           3
    83       13           0
    83       41           4
    83       48           0
    83       51           0
    83       59           3
    83       65           4
    83       75           0
    83       85           4
    83       86           2
    83       92           2
    84        6           3
    84       12           3
    84       36           4
    84       47           3
    84       56           4
    84       74           3
    84       84           0
    84       95           4
    84       98           4
    84       99           4
    85        7           1
    85       13           1
    85       21           4
    85       37           1
    85       44           4
    85       46           3
    85       70           0
    85       74           3
    85       77           4
    85       80           3
    86       22           3
    86       26           4
    86       28           3
    86       30           3
    86       33           2
    86       66           0
    86       70           4
    86       83           4
    86       87           2
    86       90           4
    87        1           2
    87       19           0
    87       31           4
    87       33           0
    87       40           2
    87       48           3
    87       57           4
    87       82           4
    87       83           2
    87       87           1
    88        1           3
    88       13           3
    88       24           2
    88       29           1
    88       33           3
    88       38           0
    88       43           4
    88       45           2
    88       48           1
    88       55           3
    89        8           3
    89       25           3
    89       28           0
    89       46           0
    89       51           3
    89       58           3
    89       61           1
    89       69           3
    89       77           3
    89       79           2
    90        4           0
    90        5           3
    90       10           3
    90       15           1
    90       23           4
    90       27           3
    90       38           4
    90       42           1
    90       49           3
    90       57           0
    91        6           2
    91       11           4
    91       21           1
    91       35           0
    91       44           1
    91       54           2
    91       56           3
    91       62           0
    91       63           0
    91       77           3
    92       11           2
    92       21           3
    92       22           2
    92       29           0
    92       40           4
    92       42           3
    92       45           0
    92       51           0
    92       58           0
    92       60           1
    93        4           0
    93       30           2
    93       47           0
    93       53           0
    93       62           2
    93       63           2
    93       75           4
    93       76           0
    93       83           4
    93       86           3
    94       10           1
    94       27           1
    94       28           1
    94       42           2
    94       47           4
    94       52           1
    94       53           3
    94       55           4
    94       60           4
    94       61           2
    95       25           4
    95       35           3
    95       54           1
    95       67           1
    95       92           1
    95       96           3
    95       97           1
    95       98           3
    95       99           0
    95      100           3
    96        2           2
    96       34           0
    96       42           4
    96       50           2
    96       60           1
    96       64           4
    96       66           0
    96       76           3
    96       80           4
    96       87           1
    97       16           4
    97       30           0
    97       41           0
    97       44           2
    97       72           3
    97       89           4
    97       90           3
    97       94           3
    97       99           2
    97      100           1
    98        3           1
    98        9           3
    98       43           4
    98       50           2
    98       56           3
    98       72           2
    98       93           4
    98       94           4
    98       95           2
    98       97           1
    99        8           0
    99       13           4
    99       16           4
    99       37           1
    99       66           0
    99       77           4
    99       78           3
    99       79           4
    99       83           4
    99       85           1
   100       11           4
   100       15           1
   100       38           0
   100       64           1
   100       73           0
   100       78           4
   100       82           1
   100       83           4
   100       91           3
   100       94           1
