 Code  2933
 Dimension, Fixed Cost
   100        3000
 Facility, Client, Transportation Cost
     1        2           3
    30       97           1
    30       98           1
    31        6           2
    31       14           2
    31       15           2
    31       18           0
    31       22           0
    31       23           0
    31       27           4
    31       42           0
    31       57           0
    31       65           3
    32        7           0
    32       16           1
    32       26           1
    32       41           3
    32       47           4
    32       50           2
    32       61           3
    32       71           4
    32       73           0
    32       77           4
    33       26           3
    33       50           4
    33       53           1
    33       77           1
    33       78           2
    33       79           3
    33       80           3
    33       85           3
    33       89           1
    33       95           0
    34        3           0
    34        7           4
    34        8           2
    34        9           1
    34       16           3
    34       19           4
    34       32           2
    34       40           2
    34       43           1
    34       53           1
    35       12           2
    35       13           1
    35       16           1
    35       17           4
    35       22           2
    35       23           0
    35       29           0
    35       34           2
    35       42           1
    35       46           0
    36        2           1
    36        5           4
    36       58           3
    36       63           4
    36       78           4
    36       79           3
    36       83           1
    36       87           3
    36       89           4
    36       93           3
    37        1           1
    37        4           4
    37        6           3
    37        8           1
    37       21           4
    37       29           1
    37       39           4
    37       45           2
    37       68           4
    37       74           0
    38        7           2
    38       19           4
    38       21           3
    38       37           3
    38       42           4
    38       52           2
    38       54           4
    38       56           1
    38       81           0
    38       85           4
    39        6           0
    39       13           3
    39       33           0
    39       41           1
    39       53           2
    39       56           3
    39       65           4
    39       66           3
    39       72           0
    39       84           1
    40       11           3
    40       20           1
    40       44           0
    40       53           1
    40       54           0
    40       57           4
    40       60           0
    40       90           4
    40       93           4
    40       94           3
    41        5           3
    41       13           0
    41       19           2
    41       45           1
    41       50           4
    41       66           0
    41       80           0
    41       84           1
    41       89           1
    41       93           2
    42       22           0
    42       36           3
    42       38           0
    42       41           2
    42       43           1
    42       44           2
    42       56           2
    42       67           3
    42       68           1
    42       76           0
    43        9           1
    43       11           2
    43       14           3
    43       20           1
    43       26           0
    43       36           4
    43       37           0
    43       56           1
    43       64           4
    43       73           1
    44        9           2
    44       23           0
    44       32           4
    44       44           2
    44       51           1
    44       74           4
    44       91           0
    44       95           2
    44       99           1
    44      100           1
    45        5           3
    45       18           2
    45       37           2
    45       39           3
    45       63           2
    45       67           0
    45       74           1
    45       75           3
    45       77           3
    45       81           0
    46       11           2
    46       28           3
    46       45           3
    46       57           0
    46       61           4
    46       84           3
    46       91           2
    46       98           4
    46       99           2
    46      100           1
    47       10           4
    47       25           4
    47       35           3
    47       68           2
    47       71           2
    47       75           3
    47       79           2
    47       80           2
    47       82           0
    47       89           1
    48       13           2
    48       32           2
    48       49           3
    48       55           0
    48       64           2
    48       68           1
    48       94           4
    48       97           3
    48       99           4
    48      100           3
    49       13           4
    49       44           2
    49       78           3
    49       81           3
    49       84           0
    49       85           2
    49       92           4
    49       94           0
    49       96           4
    49       97           2
    50       12           0
    50       17           1
    50       21           0
    50       25           3
    50       32           4
    50       50           4
    50       93           1
    50       98           1
    50       99           1
    50      100           4
    51       16           4
    51       17           1
    51       46           0
    51       64           0
    51       65           2
    51       66           4
    51       73           3
    51       74           3
    51       94           1
    51       96           3
    52        3           4
    52        9           1
    52       11           3
    52       15           3
    52       19           2
    52       28           3
    52       30           1
    52       67           2
    52       82           4
    52       92           3
    53        7           0
    53        9           0
    53       24           1
    53       32           1
    53       44           0
    53       51           0
    53       55           3
    53       69           1
    53       73           1
    53       80           0
    54       11           3
    54       19           2
    54       26           1
    54       29           4
    54       46           2
    54       49           0
    54       82           4
    54       90           0
    54       92           4
    54       93           0
    55       26           0
    55       43           3
    55       57           4
    55       58           4
    55       64           4
    55       73           0
    55       83           0
    55       85           0
    55       87           3
    55       94           1
    56        1           0
    56        3           0
    56        4           2
    56        8           2
    56       12           2
    56       20           4
    56       21           0
    56       25           3
    56       28           2
    56       40           4
    57        5           2
    57       13           2
    57       18           4
    57       22           0
    57       38           2
    57       61           0
    57       70           1
    57       72           0
    57       79           4
    57       99           4
    58        1           4
    58        5           2
    58        7           0
    58       27           4
    58       48           0
    58       54           0
    58       71           3
    58       76           1
    58       77           1
    58       87           1
    59        2           4
    59       11           3
    59       30           3
    59       33           1
    59       41           4
    59       68           3
    59       80           0
    59       85           3
    59       89           4
    59       91           0
    60        3           1
    60        6           0
    60       10           2
    60       22           0
    60       31           3
    60       36           4
    60       65           1
    60       71           0
    60       75           4
    60       77           1
    61       15           3
    61       16           0
    61       47           3
    61       49           3
    61       50           2
    61       51           0
    61       57           1
    61       70           4
    61       81           3
    61       86           1
    62        4           3
    62       12           3
    62       36           3
    62       40           2
    62       45           3
    62       49           4
    62       61           0
    62       67           0
    62       79           4
    62       84           1
    63        7           3
    63       23           3
    63       34           1
    63       35           0
    63       38           4
    63       56           2
    63       60           0
    63       77           2
    63       80           3
    63       90           0
    64        2           1
    64       15           4
    64       24           2
    64       28           1
    64       40           0
    64       46           2
    64       51           3
    64       55           4
    64       58           0
    64       73           3
    65        7           0
    65        8           1
    65       12           1
    65       23           1
    65       33           2
    65       39           2
    65       59           1
    65       62           2
    65       69           2
    65       76           3
    66       11           3
    66       48           1
    66       71           1
    66       74           2
    66       87           4
    66       92           3
    66       94           4
    66       98           2
    66       99           4
    66      100           3
    67        7           3
    67       25           4
    67       29           2
    67       35           0
    67       38           0
    67       44           3
    67       52           0
    67       57           0
    67       62           1
    67       72           3
    68       10           4
    68       31           3
    68       33           1
    68       34           0
    68       42           3
    68       47           3
    68       60           4
    68       90           1
    68       91           2
    68       92           1
    69        6           3
    69       15           0
    69       24           3
    69       55           4
    69       57           0
    69       58           1
    69       63           3
    69       68           4
    69       77           1
    69       78           2
    70        6           2
    70       14           3
    70       17           0
    70       29           0
    70       34           2
    70       40           1
    70       53           1
    70       63           0
    70       90           4
    70       91           0
    71        5           3
    71       14           3
    71       34           3
    71       35           0
    71       38           3
    71       47           4
    71       53           3
    71       61           2
    71       67           2
    71       69           1
    72        2           4
    72       17           1
    72       31           4
    72       40           1
    72       52           2
    72       65           2
    72       78           4
    72       82           3
    72       86           1
    72       88           1
    73        3           3
    73        8           4
    73       21           3
    73       27           1
    73       33           2
    73       56           0
    73       58           2
    73       73           3
    73       78           4
    73       86           0
    74       19           1
    74       29           3
    74       46           4
    74       60           4
    74       61           0
    74       63           1
    74       86           3
    74       90           3
    74       94           2
    74       95           1
    75       27           0
    75       42           2
    75       55           4
    75       63           2
    75       73           1
    75       81           2
    75       88           3
    75       92           3
    75       97           3
    75       98           0
    76       14           1
    76       17           3
    76       22           2
    76       29           0
    76       30           0
    76       37           1
    76       38           0
    76       55           1
    76       59           1
    76       70           0
    77        1           0
    77        8           2
    77       22           0
    77       28           4
    77       45           1
    77       52           3
    77       70           3
    77       87           4
    77       91           3
    77       96           2
    78        2           3
    78        3           1
    78        4           1
    78        6           3
    78       20           1
    78       24           3
    78       30           2
    78       52           4
    78       60           4
    78       65           2
    79       10           2
    79       22           2
    79       39           2
    79       50           1
    79       51           1
    79       62           1
    79       65           4
    79       76           2
    79       85           1
    79       86           2
    80       12           2
    80       30           2
    80       33           1
    80       34           3
    80       48           0
    80       50           0
    80       52           3
    80       62           1
    80       68           2
    80       72           4
    81        3           0
    81        4           1
    81       16           1
    81       23           4
    81       30           2
    81       41           3
    81       44           3
    81       83           4
    81       85           4
    81       96           0
    82        5           4
    82        9           2
    82       10           0
    82       14           3
    82       24           2
    82       36           3
    82       39           1
    82       43           4
    82       46           3
    82       51           4
    83        2           4
    83        8           2
    83       30           2
    83       37           3
    83       54           1
    83       56           2
    83       76           3
    83       87           3
    83       91           4
    83       93           3
    84        5           0
    84       14           2
    84       15           0
    84       33           0
    84       38           3
    84       49           2
    84       56           3
    84       67           1
    84       69           3
    84       75           4
    85       23           4
    85       28           0
    85       52           0
    85       64           0
    85       72           1
    85       79           2
    85       90           4
    85       93           2
    85       96           1
    85       98           3
    86       12           0
    86       21           4
    86       24           0
    86       33           0
    86       38           0
    86       48           4
    86       52           4
    86       59           4
    86       62           0
    86       64           0
    87       18           3
    87       27           4
    87       51           4
    87       55           0
    87       57           0
    87       68           2
    87       80           0
    87       83           4
    87       84           2
    87      100           4
    88        1           4
    88        3           4
    88       18           3
    88       32           2
    88       42           4
    88       47           4
    88       80           0
    88       85           4
    88       95           0
    88       97           4
    89       16           3
    89       32           2
    89       40           4
    89       58           4
    89       61           0
    89       77           2
    89       84           3
    89       88           2
    89       90           0
    89       97           4
    90        1           1
    90       12           3
    90       18           3
    90       20           1
    90       37           2
    90       49           2
    90       57           2
    90       59           1
    90       81           3
    90       86           0
    91       20           0
    91       37           1
    91       60           4
    91       65           0
    91       75           2
    91       78           2
    91       92           3
    91       95           0
    91       96           0
    91       97           4
    92       19           1
    92       31           0
    92       42           4
    92       46           3
    92       49           4
    92       56           3
    92       69           3
    92       74           0
    92       89           3
    92       95           2
    93       11           0
    93       18           1
    93       20           3
    93       21           2
    93       33           0
    93       47           0
    93       53           4
    93       67           0
    93       79           2
    93       82           3
    94        5           2
    94        9           1
    94       26           3
    94       27           4
    94       31           3
    94       43           3
    94       54           1
    94       67           2
    94       69           4
    94       75           4
    95       20           0
    95       29           4
    95       31           3
    95       47           1
    95       52           0
    95       53           1
    95       58           0
    95       62           3
    95       73           3
    95       74           0
    96        6           3
    96       14           1
    96       16           0
    96       32           0
    96       46           3
    96       55           0
    96       66           2
    96       82           0
    96       89           0
    96       93           2
    97       30           1
    97       48           1
    97       64           3
    97       71           1
    97       91           3
    97       92           4
    97       93           0
    97       98           2
    97       99           1
    97      100           1
    98       17           3
    98       30           4
    98       44           4
    98       68           3
    98       76           0
    98       84           2
    98       90           3
    98       95           0
    98       96           1
    98       97           0
    99        1           1
    99        9           1
    99       10           3
    99       17           4
    99       18           1
    99       45           4
    99       54           3
    99       64           0
    99       66           2
    99       74           1
   100       47           2
   100       51           2
   100       70           0
   100       76           4
   100       78           1
   100       84           1
   100       91           0
   100       94           2
   100       95           2
   100       96           3
