 Code  1232
 Dimension, Fixed Cost
   100        3000
 Facility, Client, Transportation Cost
     1        2           3
    43       23           0
    43       60           4
    43       73           2
    43       75           3
    43       98           2
    44        1           0
    44       36           2
    44       42           1
    44       61           3
    44       62           0
    44       71           3
    44       81           4
    44       97           0
    44       99           0
    45        3           0
    45       12           2
    45       16           2
    45       50           3
    45       56           0
    45       76           1
    46       17           3
    46       21           1
    46       24           4
    46       54           3
    46       75           0
    46       77           2
    47        2           2
    47       13           3
    47       29           2
    47       32           0
    47       33           0
    47       46           2
    47       52           2
    47       59           0
    47       83           4
    47       93           4
    47       97           3
    48        5           3
    48       22           1
    48       31           4
    48       65           2
    48       67           4
    48       72           0
    48       84           0
    48       89           2
    48       98           4
    49        3           0
    49        4           4
    49       19           1
    49       34           0
    49       50           1
    49       51           3
    49       58           3
    49       64           0
    50       15           4
    50       20           3
    50       31           3
    50       57           0
    50       62           1
    50       70           0
    50       75           4
    50       88           1
    50       92           2
    50       93           4
    51       13           4
    51       28           1
    51       32           2
    51       34           2
    51       65           3
    51       77           4
    51       80           1
    51       92           3
    51       96           1
    51      100           4
    52        9           0
    52       49           3
    52       54           0
    52       67           4
    52       72           0
    53        8           0
    53       14           2
    53       27           1
    53       33           1
    53       37           4
    53       41           1
    53       55           3
    53       67           4
    53       70           3
    53       71           3
    54        9           0
    54       14           2
    54       17           4
    54       26           2
    54       30           2
    54       33           4
    54       35           3
    54       39           1
    54       48           4
    54       61           1
    54       67           4
    54       72           1
    54       81           2
    54       97           1
    54       99           0
    55        6           1
    55       19           3
    55       20           4
    55       26           0
    55       41           2
    55       47           4
    55       68           4
    55       82           3
    55       98           0
    56        1           2
    56       25           1
    56       34           0
    56       41           3
    56       48           3
    56       67           0
    56       94           0
    56       99           0
    57        3           1
    57        8           4
    57       25           4
    57       30           2
    57       44           2
    57       47           3
    57       60           0
    57       84           1
    57       87           1
    57       89           1
    57       94           4
    57       96           3
    57       99           0
    58       13           2
    58       17           4
    58       31           3
    58       32           2
    58       34           0
    58       40           4
    58       51           1
    58       58           0
    58       61           0
    58       77           4
    58       91           1
    58      100           2
    59       23           0
    59       48           0
    59       66           1
    59       86           4
    60        8           2
    60       12           3
    60       14           2
    60       36           2
    60       38           3
    60       40           4
    60       42           0
    60       47           3
    60       48           4
    60       65           1
    60       79           2
    60       93           0
    60       97           4
    61        3           4
    61       10           0
    61       14           1
    61       19           0
    61       41           3
    61       43           2
    61       51           3
    61       52           0
    61       97           3
    62       17           0
    62       23           1
    62       33           2
    62       74           1
    62       75           3
    62       90           0
    62       95           1
    63        5           3
    63       17           2
    63       18           3
    63       20           2
    63       29           0
    63       44           3
    63       45           0
    63       47           2
    63       85           0
    63       94           3
    64       10           4
    64       16           2
    64       25           3
    64       30           3
    64       32           4
    64       37           2
    64       41           1
    64       64           1
    64       95           0
    64       98           3
    65       12           0
    65       31           4
    65       34           4
    65       47           3
    65       75           2
    65       76           1
    65       79           4
    65       84           0
    65       92           3
    66        1           2
    66       25           4
    66       34           4
    66       39           3
    66       45           0
    66       63           2
    66       64           0
    66       68           3
    66       69           2
    66       77           1
    66       78           3
    66       82           4
    66       83           4
    66       85           4
    66       92           3
    67       11           2
    67       29           4
    67       35           3
    67       37           2
    67       59           1
    67       69           0
    67       70           4
    67       71           0
    67       74           3
    67       87           4
    67       91           3
    68        7           1
    68       11           1
    68       39           4
    68       42           3
    68       70           1
    68       78           4
    68       81           2
    68       83           0
    68      100           2
    69        1           1
    69       19           1
    69       21           2
    69       31           3
    69       46           2
    69       57           3
    69       64           4
    69       66           1
    69       74           0
    69       85           0
    69       87           0
    69       90           4
    70        1           3
    70        2           0
    70        6           4
    70       16           3
    70       22           4
    70       45           0
    70       59           1
    70       60           2
    70       71           2
    70       73           0
    70       77           1
    70       80           0
    70       87           3
    71       15           3
    71       34           0
    71       62           3
    71       65           0
    71       66           4
    71       68           3
    71       72           1
    71       74           2
    71       78           4
    71       81           4
    72       44           0
    72       60           1
    72       76           2
    72       79           0
    72       82           2
    72       84           1
    72       99           4
    73        1           2
    73       11           4
    73       18           2
    73       23           1
    73       25           3
    73       40           1
    73       60           1
    73       65           0
    73       69           0
    73       85           1
    73       89           4
    74       17           1
    74       78           1
    74       89           0
    74       91           4
    75       13           0
    75       21           1
    75       31           2
    75       38           4
    75       60           2
    75       63           4
    75       68           3
    75       71           0
    75       90           1
    75       96           0
    76       16           1
    76       29           2
    76       33           4
    76       36           1
    76       42           1
    76       43           4
    76       45           0
    76       49           2
    76       53           4
    76       68           1
    76       86           2
    76       87           4
    76       94           4
    76      100           3
    77       27           3
    77       35           4
    77       56           1
    77       62           2
    77       72           3
    77       76           0
    77       92           4
    78        1           4
    78        2           1
    78        8           4
    78       10           4
    78       22           4
    78       28           3
    78       55           4
    78       60           3
    79        6           1
    79       14           4
    79       20           4
    79       31           1
    79       36           3
    79       40           1
    79       46           3
    79       48           4
    79       80           4
    80       14           2
    80       21           1
    80       24           4
    80       27           3
    80       46           3
    80       50           1
    80       53           1
    80       59           4
    80       62           3
    80       70           1
    80       82           4
    80       86           3
    80       92           4
    80       95           1
    81        2           1
    81        7           4
    81       13           2
    81       14           2
    81       72           0
    81       73           0
    81       80           1
    81       81           3
    81       88           1
    82        3           3
    82        7           0
    82        8           2
    82       20           1
    82       38           1
    82       52           4
    82       57           0
    82       70           4
    82       80           3
    82       91           2
    82       95           4
    82       96           3
    83        6           3
    83        9           2
    83       15           3
    83       16           3
    83       19           1
    83       21           1
    83       26           2
    83       42           2
    83       86           0
    83       89           4
    83       99           4
    84       25           2
    84       30           3
    84       36           2
    84       40           2
    84       48           1
    84       52           2
    84       54           2
    84       55           0
    84       62           3
    84       94           4
    85        2           3
    85        8           3
    85       11           4
    85       23           0
    85       26           4
    85       29           2
    85       50           1
    85       62           1
    85       75           2
    85       88           4
    85       91           3
    86        9           0
    86       22           0
    86       36           2
    86       58           1
    86       68           1
    86       88           4
    86      100           3
    87        2           0
    87        5           2
    87        9           4
    87       19           2
    87       26           4
    87       35           2
    87       42           4
    87       43           0
    87       53           2
    87       56           1
    87       63           4
    87       76           4
    87       91           1
    87       93           3
    88        6           3
    88       10           0
    88       12           2
    88       30           1
    88       37           2
    88       43           2
    88       47           2
    88       52           3
    88       67           1
    88       79           1
    88       82           4
    88       96           2
    89       13           2
    89       25           2
    89       27           3
    89       28           3
    89       34           3
    89       63           0
    89       66           4
    89       74           1
    89       90           4
    89       93           4
    90        4           2
    90       16           3
    90       18           0
    90       27           4
    90       45           0
    90       50           4
    90       53           3
    90       78           2
    91        7           3
    91       13           3
    91       34           4
    91       42           4
    91       68           3
    91       72           1
    91       73           3
    91       82           2
    91       87           3
    91       90           1
    92        7           0
    92       29           2
    92       30           4
    92       35           2
    92       50           4
    92       58           1
    92       66           4
    92       71           0
    92       78           2
    92       86           2
    92       87           2
    92       90           3
    92       95           1
    92       98           3
    93       12           0
    93       15           0
    93       18           2
    93       28           2
    93       49           0
    93       54           3
    93       58           1
    93       68           3
    93       90           3
    93       91           2
    93       95           0
    94        1           2
    94       10           0
    94       24           2
    94       30           3
    94       35           4
    94       36           3
    94       61           4
    94       63           4
    94       71           1
    95       11           2
    95       17           1
    95       18           1
    95       29           1
    95       32           3
    95       38           2
    95       44           4
    95       56           4
    95       57           4
    95       64           0
    95       66           3
    95       74           1
    95       82           2
    95       98           2
    96        9           2
    96       43           4
    96       49           1
    96       55           1
    96       88           1
    96       96           2
    97       14           2
    97       23           1
    97       28           3
    97       56           4
    97       63           1
    97       68           0
    97       75           1
    97       81           4
    97       94           0
    97       95           0
    97       99           0
    98       32           3
    98       45           2
    98       51           2
    98       71           3
    99        2           2
    99        6           2
    99       18           0
    99       20           2
    99       28           1
    99       30           0
    99       39           0
    99       45           2
    99       59           4
    99       61           0
    99       66           4
    99       74           2
    99       75           2
    99       79           2
    99       89           4
   100       15           1
   100       22           0
   100       46           2
   100       76           1
   100       87           4
   100       95           1
